"","logFC","logCPM","F","PValue","FDR"
"PDCD1LG2",0.989431073440865,2.86473863895873,12.9192965521881,0.000715104209854909,0.0509893389342411
"SIRPG",1.86428266625048,2.9746251645315,12.9207988464223,0.000717342490822236,0.0509893389342411
"PTPN7",1.2313011115944,2.88202555486027,12.9094710798844,0.000720828564555246,0.0509893389342411
"SSR4",0.480778239192613,6.42655011331094,12.8971433183943,0.000721753876721833,0.0509893389342411
"NFKBIE",0.762207224122827,3.38649060972147,12.8899035037069,0.000723997198572412,0.0509893389342411
"SAMD9L",1.04135302825729,6.07998985014283,12.8412755643666,0.00074219333628876,0.0515933457224062
"ITGAE",0.919702024822327,3.87793935841155,12.8174148422211,0.000747477316894029,0.0515933457224062
"ZNF208",-1.68602249084442,6.25667901022448,12.8215401456681,0.000748498996487218,0.0515933457224062
"ZNF462",-0.731192905101891,8.01620339129384,12.7621836273471,0.000764794407380081,0.0523453298966691
"C2",1.23944775903691,6.63593200229604,12.7366355380399,0.000776272833098698,0.0527594102439598
"LGALS3BP",0.895390907061829,6.47948664495614,12.6222637047879,0.000815401155500929,0.0546571956946506
"PYCARD",0.951891243644732,2.2764401235243,12.6131912030703,0.000815443294137703,0.0546571956946506
"MAP4K1",1.15592826419847,4.56712392305745,12.5934943065637,0.000825564774335721,0.0549566030258142
"AKR1C3",-1.19363500277229,3.26571539397012,12.5385688500034,0.000845338604867189,0.0558901081680558
"PYHIN1",1.56900618991857,3.75562215090764,12.4473482228046,0.000879281677118967,0.0572320542393709
"SP100",0.590692135495711,7.32316379662269,12.4376598476067,0.000879648691029138,0.0572320542393709
"ADAMDEC1",2.02481667471832,4.00133445846824,12.4367896805758,0.000883301588219532,0.0572320542393709
"CLEC2D",0.699296770076428,5.87396324164824,12.3683492532903,0.000906438069863088,0.0580180471927896
"LCP2",0.913824382026387,6.74622777142142,12.3665480536216,0.000910538706758595,0.0580180471927896
"ZNF562",-0.398190862721362,6.01605542933499,12.350836834599,0.000913341004269659,0.0580180471927896
"CCL3L3",1.1761230601076,3.76783504149586,12.3369543345969,0.00092227591129981,0.0582051920904081
"SFMBT2",0.744776489801926,5.11369067049024,12.2940736131145,0.000936096161912216,0.0586415242640983
"JAK2",0.755360471824288,6.1624838437284,12.2696951483236,0.000946054286349337,0.0586415242640983
"TRAF3IP3",1.21446772072163,3.69883836634757,12.2751767836228,0.000947290802496495,0.0586415242640983
"STAT2",0.621068041702925,8.13472738818579,12.1713105247197,0.000987362068814578,0.060394691765058
"ITGB2",1.08271542558004,6.89436589924964,12.178109690063,0.00098803950927505,0.060394691765058
"OR2A1",-1.78258680716927,6.29284990853456,12.1101710685976,0.00101764873457448,0.0618158003208088
"CD48",1.38367390889102,4.13214740655129,12.0948419924286,0.00102445704267521,0.0618428447065862
"ATP6V1B1",-0.855312448211326,3.43892404823616,11.9847798231336,0.00107095860667284,0.0642509055447736
"NBEA",-1.27917514713357,7.61391183266349,11.9644110392119,0.00108435260137297,0.0643316687232622
"HLA-DPA1",1.16459798944507,7.8977244702182,11.9520208665848,0.0010902299396052,0.0643316687232622
"GALM",0.852520253965404,3.94514067247911,11.9403561327395,0.00109216229440665,0.0643316687232622
"DLG1",-0.369677415793075,7.13188034494001,11.9018970067693,0.0011104443332085,0.0647661342940789
"MYO1G",1.06043139846733,4.06477687507847,11.8987341732471,0.00111588953125765,0.0647661342940789
"CD27",1.31764072264981,2.13201593863333,11.8912784919441,0.00111952984477881,0.0647661342940789
"COPG2",-1.11299657739916,5.46399532396508,11.8772234344445,0.00112642623052334,0.0647795061210436
"ZNF585B",-0.770743218436626,5.06006130160139,11.8155175643591,0.0011534633740599,0.0659441796028718
"FKBP11",0.591782939569268,4.77424208465211,11.7734345218259,0.00117469107600712,0.0660542030280245
"PLA1A",2.14985082676598,5.33522418159769,11.7740051652583,0.00117845529491759,0.0660542030280245
"ARHGAP9",1.14329897001366,4.844979897175,11.7738641376269,0.00117852807948628,0.0660542030280245
"NID1",-1.13644018235907,7.53476387284324,11.7660401295761,0.00118257344653527,0.0660542030280245
"APOBEC3G",1.09519593145524,4.2185599130674,11.7517572698385,0.0011899958839068,0.0660889714039442
"GLTP",-0.775918947118355,4.22517054332981,11.7051576627801,0.00121041062709208,0.0668408004812948
"EXTL2",-0.530551695753504,3.4928539412963,11.6023881776389,0.00126633476889664,0.0692117624616867
"NCF1",1.3170572286515,5.59894999632309,11.5960716388559,0.00127414031978303,0.0692117624616867
"ZFYVE9",-0.47697669642253,5.90260744357346,11.5874078340493,0.00127470989614589,0.0692117624616867
"APOC4-APOC2",2.19900617803879,5.39495825821295,11.5748143372845,0.00128610409527576,0.0693015662375701
"TFEC",1.03701409121515,3.75634439381272,11.5668356087016,0.00129062490883838,0.0693015662375701
"IFI6",1.28208755832023,4.3441686948813,11.5413257481809,0.00130519104063063,0.0696986358455443
"EIF2AK2",0.424160383211947,6.4219545595831,11.470471344414,0.00134211381174521,0.0712787111276047
"RHBDF2",0.786805986587213,4.81262444856324,11.4545635284474,0.00135198810619388,0.0714128935005343
"ITGAX",1.02659300261818,6.62846309362688,11.4262577934915,0.00137306784227008,0.072007319990308
"HERC6",0.745770679703098,4.53523221569086,11.3951980959043,0.00138746905181111,0.072007319990308
"AREG",-1.77479896690082,4.66310374980413,11.3940343947626,0.00139273153644046,0.072007319990308
"CSTA",-1.90216837996483,4.40299034097706,11.3937970310906,0.00139287747280357,0.072007319990308
"ISG20",1.20123471204161,3.20866583010067,11.3442351401196,0.00142370298341635,0.073000914480776
"DOCK8",0.918724491401359,8.08452898664725,11.3298837488794,0.00143276182225752,0.073000914480776
"C12orf29",-0.427001917561608,4.13061218944821,11.3196129434305,0.00143463058605085,0.073000914480776
"RNU11",-1.07055290981306,-1.02866342765596,11.2952266143974,0.00145020244128752,0.0734089454524656
"SOX13",0.939009732111753,5.17197570536837,11.259738930706,0.00147791569002165,0.0740718379429751
"DYNC2H1",-0.723470853279704,7.85442799069907,11.2519718911445,0.00147854064831126,0.0740718379429751
"TRGC1",1.72294654065047,3.08076639586689,11.2408381541835,0.00149033588881553,0.0742798692481956
"PSTPIP1",1.06904606582261,3.14341547887391,11.1990451508363,0.00151818915201962,0.0752820426963197
"SSFA2",-0.664704346262444,8.19244230827662,11.153105700215,0.00154454734452825,0.0759281378094991
"HLA-C",1.17737758845864,8.87432430180204,11.1568806505246,0.00154684342898249,0.0759281378094991
"SSBP2",-0.807823092608713,5.1591891666538,11.1412263597173,0.0015551829341353,0.0759538841048289
"ANKH",-1.30634021615292,7.51539935718368,11.1112900075024,0.00157846482977114,0.0767054984027286
"HAVCR1",1.46984935696465,2.1736557205255,11.0507885347465,0.00162147816203335,0.0783264124844669
"IFITM1",1.09978304779067,5.09571738608043,11.0418469861621,0.00162793860704417,0.0783264124844669
"TMC8",1.12726668934436,5.37687444914483,11.0116382572039,0.00164996532959057,0.0789951381196589
"TBC1D8",-0.597098080505691,5.36590764842899,10.9630483515569,0.00168087831458195,0.0797004886177681
"AQP1",-1.19657190807934,5.04122091835278,10.9631144068575,0.00168600297524057,0.0797004886177681
"BTN2A2",0.571556678126581,5.94313550910636,10.9518437564539,0.0016892993780492,0.0797004886177681
"CORO1A",1.04269746658629,5.25582617365724,10.9437860598084,0.0017005867103363,0.0798454214384469
"BIN2",1.04942960763364,4.88708252544271,10.9291499860613,0.00171171797329714,0.0799816681849753
"TMTC3",-0.511316701951987,5.71883307229372,10.8911356626171,0.00173570132252239,0.0803779116187586
"HERPUD1",0.520602913595739,6.49491671380342,10.8897982349023,0.00173673849572377,0.0803779116187586
"TRIM16",-0.615772617246944,3.45317789869445,10.8687818482835,0.00175312227711088,0.080512393794287
"LOXL3",-1.40004761587498,4.98971446225089,10.871626482137,0.00175621231447565,0.080512393794287
"SAT1",0.710363279923318,7.09648947161521,10.8234931387296,0.00178948892049805,0.0816274439584364
"TUBA8",1.31694227376019,4.06420636307292,10.8198082315937,0.00179733233944906,0.0816274439584364
"UBA7",0.957451431809401,5.8554616669899,10.7910396459243,0.00182059618429469,0.0822994154193493
"HECTD1",-0.335200797744264,8.56397593035673,10.7711220401653,0.00183140911484464,0.0824049314221065
"CMPK2",1.07156450774689,2.28264630780843,10.724991209698,0.00187151644058729,0.0838215128390226
"MAGEF1",-0.586422212235976,3.03160209596135,10.6852943761836,0.00190323803831393,0.0848512407998767
"RNF19B",0.47261851867817,4.82036533027126,10.6700072564013,0.00191633873803426,0.0850451881048173
"TNFAIP3",0.918886533472524,5.42539628447109,10.6508791163163,0.00193854187202314,0.085639492973604
"SP110",0.606439462617666,6.98522872804389,10.6156529372955,0.00196369025102388,0.0863579436638058
"ABCA10",-1.54131223840355,5.85126550885103,10.6050166894572,0.00197885400928071,0.0865548729526099
"LEO1",-0.444357182926465,4.75059223083943,10.5905411159061,0.0019859796963095,0.0865548729526099
"RPGR",-0.724126989465179,7.27086173214974,10.5793383977259,0.00199754630734581,0.0866703239334551
"DLG5",-0.685448817874878,5.64655189945308,10.5472070302909,0.00202506968295974,0.0872167171789607
"APOBEC3H",1.22081817149309,0.415508201789424,10.5353969200144,0.00203586247839582,0.0872167171789607
"PCOLCE",-1.230438966076,5.96397990055501,10.5404965634597,0.00203706089099949,0.0872167171789607
"PGAP1",-0.77836643297532,6.17588758123268,10.5004400329712,0.00207285211764374,0.0874811356118315
"SATB1",-1.07922162168425,6.16813972892267,10.4974516443553,0.00207689076496898,0.0874811356118315
"CXCL13",1.95089606393372,3.57585578575747,10.4959223910573,0.00207832073980905,0.0874811356118315
"JUP",-1.35772691568098,5.5307876473531,10.4949389287215,0.00207924090197892,0.0874811356118315
"CD2",1.46210420460444,4.32837928027757,10.4313257481212,0.00213967721195441,0.089635874237004
"LYN",0.794948426661696,5.5271796424014,10.4054205129887,0.00216327062745267,0.0902353099923282
"UBE2Q2P1",-1.06195895751294,4.98669789040595,10.3577960319755,0.00221183881225907,0.091515634561621
"FAM20C",-1.28382039864121,5.33423097308458,10.3568366905245,0.00221279700812645,0.091515634561621
"ETV1",-0.807255933798841,6.22476656389488,10.3428706390387,0.0022267958267457,0.0917043586446671
"ICAM3",0.664580656637526,2.81731513656328,10.311189481755,0.00225261982294452,0.092376422190708
"IL2RG",1.28475247870812,4.1897726013584,10.3028535291185,0.00226742394485616,0.0925928290758698
"MSN",0.531144318431947,8.2068256962491,10.2776648139615,0.00228705614155754,0.0930037599991535
"AOAH",1.09248073841365,5.85538443576932,10.2575723027532,0.00231433653671188,0.0937209866679284
"PPP2R3A",-0.612895336687765,5.45639935469338,10.2168630436435,0.00235092845378288,0.0944183045318987
"DTNBP1",0.381058322442742,5.88527005129321,10.2168093614956,0.00235098566691218,0.0944183045318987
"TOB1",-0.598671964629089,4.66311354360067,10.2039392880005,0.00236474454280215,0.0945800502530623
"ZFHX3",-0.487828090387322,7.26393127352004,10.1889144998575,0.00238091393137283,0.0948364856516908
"HAVCR2",0.979543566083544,3.99193601599686,10.1719544640728,0.00240584526880074,0.0954384088468342
"RASGRP1",0.899797445755139,4.70381440229095,10.159267778465,0.00241972469305895,0.0955987979343086
"JMJD1C",-0.422302206389829,8.08484177621569,10.1026244501516,0.00247605252761112,0.0973404556084951
"CD3E",1.4391142776564,5.42207285405227,10.1016379456633,0.00248383918005008,0.0973404556084951
"TSPAN13",-1.3310007252096,4.17547132123336,10.0685047267646,0.00252150596281472,0.098419744789543
"PHLDB1",-0.705164198492436,7.04479811769779,10.0301856510856,0.00256108812987935,0.0993800536632422
"VAMP5",0.837934161769048,4.22723469491996,10.0232692217428,0.00257118053516344,0.0993800536632422
"GAPDHS",1.28392526167157,3.52452922005818,10.0175424112177,0.00258061656818544,0.0993800536632422
"FLG",-2.14793739862074,12.048625675731,10.0091706555303,0.00259046520421343,0.0993800536632422
"GZMA",1.45919416373804,2.54824821375854,10.0034348258178,0.00259723568581783,0.0993800536632422
"BRAP",-0.282833226316255,4.59633078674024,9.96980248617971,0.00263037134960629,0.100199893229035
"SNORD114-20",-2.09641210436872,0.784674194500467,9.96816260065794,0.00263928106457794,0.100199893229035
"EGLN1",0.607493043419083,7.23057188097328,9.94322216298403,0.00266244840204823,0.100686132371621
"KLF5",-1.42623326028731,5.05769440589414,9.91383469151224,0.00270544545527045,0.101358115184381
"TRPC1",-0.644641658546204,4.09294106268645,9.90199994890264,0.00271301027244113,0.101358115184381
"EOMES",1.19887184520581,3.30280067589022,9.89882425867494,0.00272403176889752,0.101358115184381
"PVRL1",-1.0295143399074,4.53705894544895,9.89567302173226,0.00272795072011128,0.101358115184381
"RIN2",-0.767692440365785,6.24823399721581,9.88406183756427,0.00274193635389365,0.101358115184381
"CTAGE4",-1.41433768624858,8.39237785280179,9.87928900715485,0.00274842192221323,0.101358115184381
"CYBRD1",-0.827120642412367,6.1386890466221,9.86789401758248,0.00276275462994708,0.101358115184381
"VAV2",-0.503674637543387,4.93589432674935,9.85483145671717,0.00277210518004268,0.101358115184381
"PCMTD2",-0.687810429912039,5.51278024380208,9.85331246868933,0.00277445533737105,0.101358115184381
"HNRNPA1",-0.597397121211644,10.9042985378458,9.84506721299597,0.00278450630252388,0.101358115184381
"MYO9A",-0.312707908709103,7.30294089910653,9.815066637095,0.00282297454937197,0.102374961363232
"BRD3",-0.551413502881294,4.64213736023669,9.79887995473675,0.00284396139097689,0.102752642226411
"CD74",1.0374976294146,8.89108559810482,9.7954382142652,0.00285574655589871,0.102763926050977
"DNPEP",0.394944941103933,4.69922818698155,9.77851648076054,0.00287059668253071,0.102763926050977
"MEGF9",-0.521410721862161,5.04083844260797,9.77441408799261,0.00287599422634692,0.102763926050977
"RBMS3",-0.896430509830019,5.58312346394952,9.76684976266678,0.00289333738813607,0.102881594324357
"ATP2B1",-0.753141874703606,7.70395275198345,9.75273687636165,0.00291053247398777,0.102881594324357
"SYCP3",-0.812507645358313,3.88966593982986,9.75005368363114,0.00291104418553332,0.102881594324357
"TMSB10",0.428163936337239,7.69116003155437,9.70577298545419,0.00296790481916427,0.104224929598788
"PRKCI",-0.42994307024616,5.5910902685756,9.70386619223002,0.00297050164614304,0.104224929598788
"MACROD2",-1.09735372094887,3.96855493543359,9.6864557615419,0.00300186032819805,0.104946332840852
"UBE2E3",-0.648062484701029,5.3576481807018,9.66064295962235,0.00303001147422575,0.10555082981362
"GBP2",1.05696047099004,7.64099672661993,9.62597318387466,0.00308632046302994,0.107128387786386
"ERAP2",1.03981332726829,6.11928237006665,9.61141363531381,0.003107022564515,0.10746317546093
"CD36",-1.07526639095504,6.74773688786466,9.59711010333287,0.00312750280540498,0.10778794243167
