"","logFC","logCPM","F","PValue","FDR"
"ACTR6",-0.375265333905532,4.31921319531759,9.66882982180205,0.00301635836977702,0.293545747709876
"RALBP1",-0.406666756536147,5.18838754812562,9.66462047834795,0.00302219445804464,0.293545747709876
"GBE1",-0.682053642318641,5.12899255740384,9.58910793792191,0.00312901175680223,0.300911793998218
"TUBA8",1.11998243323973,3.94326403429851,9.55232528137856,0.00318979251912921,0.301373947970089
"NDUFB3",0.574490567804425,5.27002486919653,9.54311585492893,0.0031958732256686,0.301373947970089
"CARD16",1.19232959914495,5.71411042331012,9.52482977041942,0.00323040915837118,0.301701578415954
"APC",-0.424544538083624,8.28383578422103,9.4372586509758,0.00335573735271001,0.306732629282028
"IL12RB1",1.16620024779356,3.47017755733721,9.43833244736416,0.00336176736207928,0.306732629282028
"NIPBL",-0.323013577205384,9.03763005140618,9.41648715679753,0.00338808086152448,0.306732629282028
"DNAJB9",0.4498318959461,3.98504942299318,9.40214994990041,0.00341059651626264,0.306732629282028
"HECTD1",-0.304533236374561,8.60183063631876,9.30913595451405,0.00356054267183919,0.311556196364729
"ZNF577",-0.723371602750439,3.92637753583335,9.30337724794805,0.00357005114407086,0.311556196364729
"AHCYL2",-1.36790971489671,6.76627847202688,9.2790713343848,0.00361853359893164,0.311556196364729
"ZNF486",-1.02558659052499,4.67747998141217,9.27612342010431,0.00362347630237871,0.311556196364729
"STXBP2",0.751948951882475,5.93339002942147,9.27065729017317,0.00362989702100338,0.311556196364729
"ZNF568",-0.760022756866964,4.34194339993697,9.23013814302492,0.00369695231179207,0.311556196364729
"COPG2",-1.02980138143956,5.41448096167036,9.22223353410804,0.00371509477644462,0.311556196364729
"ZNF652",-0.512019686482515,5.15554255461443,9.21415004344279,0.00372083998541218,0.311556196364729
"CTNNAL1",-0.70533490201588,5.81544654914901,9.15516744325165,0.00382787799500564,0.317779307397349
"TNNT3",2.27420910999101,5.2458886154718,9.10373201299524,0.00392523814904793,0.323100323234767
"YARS",-0.506923754459224,6.71798784940587,9.071756996183,0.00397550948109421,0.323779595973252
"EFCAB7",-0.488992008977655,3.53681827516067,9.02180915328731,0.00406913108304057,0.323779595973252
"PSMB8",0.692134814735294,6.02243400830307,9.01959076942613,0.0040762980211875,0.323779595973252
"DLG1",-0.327015704007684,7.15532393887252,8.99731939686013,0.00411587923361145,0.323779595973252
"ITGAE",0.756340327787004,3.79737209560866,8.99538566831193,0.00412157415507984,0.323779595973252
"LY6E",1.04866569076106,5.2644988317565,8.99270268453152,0.00413349839397542,0.323779595973252
"ADAM6",1.72307579364862,12.251730726262,8.93842861375838,0.00423950325696807,0.329426361079447
"DDX60",0.73438111129775,6.55303731370565,8.91493699880973,0.00428501681883201,0.32965751790596
"NLRC5",0.962210135854249,7.23794874215419,8.90294203182114,0.00431035774467795,0.32965751790596
"HERC6",0.726474933041771,4.64177819002606,8.88029386982883,0.00434997465765289,0.330088311326426
"PSMB9",0.948012337013619,3.88362021177254,8.86188947456947,0.00439388369478665,0.330835599437696
"IFI44L",1.09601526086196,5.40108646870857,8.80307362743964,0.00451653290895413,0.336080115308171
"URB1",-0.387206850224451,6.84386268433403,8.78719010288885,0.00454100031114531,0.336080115308171
"TAPBP",0.534756370906061,6.1542651530672,8.75895967945067,0.0046015439377933,0.336080115308171
"PDCD6",-0.772285448072403,6.22736908030519,8.76310137048659,0.00460194124739903,0.336080115308171
"RTP4",0.980309603947989,2.52145019420935,8.72138949723488,0.00469036848118065,0.339582960217599
"CADPS2",0.956497268964545,5.8665164121308,8.65837146363955,0.00483388313459255,0.339582960217599
"CDC16",0.501831034921884,6.93355348506719,8.65293074596879,0.00483663645802004,0.339582960217599
"RBP1",-1.2237575468858,3.45242316427879,8.65138232775056,0.00484979375061161,0.339582960217599
"UBE2L6",0.900524080140703,4.46761988254215,8.64805559620943,0.00485738635275108,0.339582960217599
"PARP12",0.729897140810583,5.45403621116202,8.64554362159308,0.00485967584373996,0.339582960217599
"ZNF585B",-0.701286624406536,5.0383907722381,8.61166549371909,0.00493583366596577,0.342441088553754
"IRF9",0.513247708595722,4.89144344004533,8.59146037227766,0.00497869464689814,0.342964972378168
"KLRC2",1.86786800185734,2.86995953530503,8.55498766812595,0.00507495152606105,0.346711688462299
"GBP4",1.31922626506728,6.21149756445853,8.52621149726315,0.00514428144305028,0.346711688462299
"ST13",-0.443646243860864,8.35923623002056,8.50207392622295,0.00519316065586871,0.346711688462299
"COIL",-0.350309235544444,4.50136945244332,8.49995996228756,0.00519834901050403,0.346711688462299
"LAMC1",-0.755166719400849,8.70181101459333,8.49058765130407,0.00523067559418086,0.346711688462299
"POLR2B",-0.632587146612052,7.83034138482984,8.48075180981234,0.00524725812868917,0.346711688462299
"NUBPL",-0.391208805968738,5.06775368771987,8.43904662212284,0.0053502208065169,0.351126315497964
"MUT",-0.338322428537779,5.98901184294948,8.4054599701843,0.00543595394998929,0.353572352879929
"FKTN",-0.296717091100925,5.24864375060241,8.39581016279125,0.00546085287871313,0.353572352879929
"OR2A1",-1.56864062866533,5.99196185123021,8.36818793085427,0.0055432197622745,0.353572352879929
"BTN3A2",0.694206606278735,7.30451664924779,8.3508695934459,0.00558571686003697,0.353572352879929
"ZNF737",-0.978549772072585,6.22808355020554,8.35170113345276,0.00558668132620185,0.353572352879929
"ZNF510",-0.508987110002441,5.27022801897965,8.34050065732146,0.00560590366967045,0.353572352879929
"CD38",1.23610219874371,3.54634064590189,8.28036087821646,0.00577892756902726,0.362133699857818
"FCGBP",-1.38885374840648,7.78763183895408,8.21918859488516,0.00594932963530606,0.369906672490718
"FAM76B",-0.480571288607217,4.94047258581671,8.20484471515904,0.00597913596016089,0.369906672490718
"AASDH",-0.575296232966005,5.56910830446633,8.16083529134061,0.00610577805557111,0.375350773757988
"COA5",-0.354361191996096,4.4082888037244,8.1059845415757,0.00626759016577516,0.377397101654434
"BPTF",-0.38598652122571,8.76992150126101,8.08626110627441,0.00632687568849619,0.377397101654434
"TMTC3",-0.447886730987478,5.6972631615504,8.07959551974501,0.0063470449054417,0.377397101654434
"FEZ1",-1.02801809475068,3.77900236121827,8.07822721544018,0.00636249397211486,0.377397101654434
"ARHGEF26",-0.83894049019741,5.21665406517853,8.07609499254705,0.00636897121561022,0.377397101654434
"LIFR",-1.51084311517057,6.4592476492309,8.07503479967765,0.00637219444778412,0.377397101654434
"BBS10",-0.442675918660642,4.20556875326007,8.04454849829042,0.00645421462098527,0.379938100688666
"IFIT3",0.750013854851045,4.77428427121658,7.99877414455097,0.00660743020612759,0.384756712222214
"NOCT",0.408062812525365,3.22848445680709,7.98900175737402,0.00662799945510479,0.384756712222214
"ZBP1",1.36386392483608,2.51563922440295,7.97355009565119,0.00668884488622308,0.384756712222214
"ZNF420",-0.76158410784526,4.17475961541832,7.97096339775781,0.00669452119484754,0.384756712222214
"POLR3GL",-0.471617810224329,5.12887221164338,7.92681028433868,0.00682844877923986,0.385425835862543
"CCPG1",-0.464600397463522,5.82349696257469,7.92032890031242,0.00684970407249684,0.385425835862543
"MX1",1.07802998606067,6.33414654526801,7.88870888730971,0.00696630921641028,0.385425835862543
"TSPAN13",-1.16864634149496,4.03823437368346,7.88635165842062,0.00697418965137259,0.385425835862543
"ARIH2",-0.299440567381272,6.37406693687288,7.87525552937057,0.00699946484438608,0.385425835862543
"NAA16",-0.476329174554621,4.87451145896781,7.84419137665686,0.00710468825460407,0.385425835862543
"ANP32B",-0.599666037062518,8.46272768342456,7.84089933539128,0.00711593684242143,0.385425835862543
"PRPSAP1",-0.434500512487297,4.55726157560043,7.82671699684072,0.00716461198218979,0.385425835862543
"DNPEP",0.348015071741455,4.73426136907179,7.82017951106742,0.00718716752757195,0.385425835862543
"SPATA5L1",-0.366739606591273,3.29684171305109,7.8163887644401,0.00720028064558715,0.385425835862543
"KRR1",-0.371694566107847,6.04361484516493,7.8150316103892,0.00720498151260291,0.385425835862543
"FAM86DP",-0.578714992171228,5.50918483566625,7.8104110954186,0.00722101022069675,0.385425835862543
"TNNT1",2.15858639657922,4.42900797058537,7.80587990108467,0.00724894032388064,0.385425835862543
"FCF1",-0.294294101846371,5.23748186642425,7.79872907752534,0.00726170369225218,0.385425835862543
"MID1",-0.778333415673335,5.66094281584838,7.78125090433174,0.00733529691088432,0.385809503244279
"ZNF626",-0.860121682605501,5.39109740487566,7.77754798087008,0.00734837414806874,0.385809503244279
"RELL1",0.787544568599885,5.70453699837176,7.72964582317949,0.00751978329930136,0.387032660709347
"FKBP11",0.484196907576927,4.65282581175115,7.7227637691304,0.00753230215772495,0.387032660709347
"LEO1",-0.37001915812134,4.75857476677281,7.71373307490703,0.00756517201818647,0.387032660709347
"CWC27",-0.360025371742093,4.63243939475707,7.70882399328148,0.00758310360341027,0.387032660709347
"MOV10",0.406245116953923,6.07761800102934,7.70019713891959,0.00761472410746284,0.387032660709347
"ANKRD36BP2",1.10520969803724,5.56802894844256,7.69853614294991,0.00763336236257194,0.387032660709347
"SECISBP2L",-0.435267498540088,7.53023950121581,7.69045521396925,0.00765059928510189,0.387032660709347
"C5orf42",-0.437036211787637,7.55141051618383,7.65268384534815,0.0077913918083444,0.392112894479011
"MXRA7",-0.626946396393427,4.41965989211734,7.60981901813059,0.00795449310326659,0.398257688206332
"GBP5",1.38567451619254,6.52462427478986,7.60240256695455,0.00799594031362122,0.398279837262579
"APOC4-APOC2",1.8943379533451,5.80589591776003,7.55405766505448,0.00818511634626008,0.404977809455389
"GZMA",1.17160839883188,2.41464374470625,7.54683095679255,0.00821379887395363,0.404977809455389
"CCDC82",-0.480445121966537,5.61063969709519,7.50706983973696,0.00836032525081581,0.410120399803909
"HAPLN3",0.704508096820785,3.75015105604922,7.48621253274106,0.00844935098990335,0.410418863631572
"PYCARD",0.800652806281417,2.39156548761592,7.48485340910935,0.0084509186375285,0.410418863631572
"IQCG",-0.498837132124889,4.67518040267542,7.44896259288964,0.00859947268419621,0.41555561284377
"IKBKAP",-0.276612002038956,7.83461680745939,7.42387424284992,0.00870495297134035,0.417158531209856
"SLMAP",-0.306194075373582,6.27716488818328,7.40662120171657,0.00877828432097942,0.417158531209856
"CHIC2",-0.509200694845354,3.53507161406501,7.4040024272712,0.00878947200008225,0.417158531209856
"C12orf29",-0.345882597056101,4.12054179164615,7.40050492122398,0.00880443723854839,0.417158531209856
"APOL4",0.856846918430278,3.85029757368228,7.38929892038756,0.00886618488138808,0.417757648872993
"SNX10",0.803861465497325,5.40986611473865,7.37765341095182,0.00891654014246301,0.417757648872993
"IFITM1",0.941971851293243,4.93413856449596,7.37084668043119,0.00894611252605607,0.417757648872993
"FBP1",0.931382250788202,3.31124103206374,7.28593429073928,0.00932387026218121,0.433314602184527
"ATP10A",0.898114290556366,5.35784863293954,7.23841439681613,0.00954261160303844,0.440003763491131
"KIAA1211",-1.01686491652344,5.213057918917,7.2283305249618,0.009589724077671,0.440003763491131
"SRD5A3",-0.778246319440747,4.54447452542313,7.22534791587236,0.00960370615259136,0.440003763491131
"ATP2B1",-0.625950676072243,7.57556888098777,7.20354048801045,0.00970083530763855,0.440076461747586
"EPSTI1",0.888491755816133,5.59794823635866,7.1973106749069,0.00973620097016483,0.440076461747586
"ZNF573",-0.633739491966065,4.30455335843741,7.1934488951444,0.00974121685120261,0.440076461747586
"RNF213",0.562700392263664,10.6857832602957,7.18329579301424,0.0097887766721614,0.440177721373628
"SYCP3",-0.724905425704107,3.84151103323892,7.16432385607413,0.00988965641224742,0.441662977263444
"RNF20",-0.375032070502164,6.58272571903271,7.15759137817971,0.00991274879475248,0.441662977263444
"MED6",-0.312502103148558,4.44975523858638,7.12558741207693,0.0100694314303277,0.445523932549666
"PSME2",0.537895081278572,6.72626865871636,7.12119439097607,0.0100911423001057,0.445523932549666
"AKAP6",-1.44140073044588,6.83603033368459,7.06141805837861,0.0104063856342476,0.447358094414593
"APOBEC3G",0.903625967717505,4.27246519949206,7.04160353871811,0.0105081166865547,0.447358094414593
"HNRNPA1",-0.435609488440075,10.8702312301482,7.02814283794354,0.0105628546337646,0.447358094414593
"ARHGAP42",-0.531078967890217,5.53139719638405,7.02078453862364,0.0106011401335819,0.447358094414593
"DES",2.18496173715576,6.22107161538369,7.02105807017101,0.0106147141002632,0.447358094414593
"TTF1",-0.326566067374341,4.97022167234469,7.00169427147968,0.0107011546095708,0.447358094414593
"SACS",-0.512451613392023,8.31820190174781,7.00138017377078,0.010702808512294,0.447358094414593
"C4A",0.807315012877956,9.17687377804737,6.99633061651305,0.0107445307309276,0.447358094414593
"RBBP4",-0.288795948930878,7.32939132294855,6.9906423245744,0.0107595125928756,0.447358094414593
"IL1B",-1.060357214958,3.81071685163997,6.98691390853424,0.0107944089376238,0.447358094414593
"ZNF345",-0.777762195474653,4.52583786899725,6.97848520866751,0.0108392620296794,0.447358094414593
"CIITA",0.929416693627294,7.96830542376791,6.97095985938572,0.0108794748894798,0.447358094414593
"RNF19A",0.457810846375496,7.00965402590714,6.96027310536766,0.0109216154847167,0.447358094414593
"RMND5A",0.288899955444628,6.36547697112753,6.93571304210919,0.0110546031837305,0.447358094414593
"C16orf52",-0.488797735051888,2.9679139853684,6.9335713330454,0.0110662811769157,0.447358094414593
"CWC15",-0.39792604935791,5.63859728390831,6.91622250658735,0.0111613616165038,0.447358094414593
"TMF1",-0.307879028104468,6.56004197881818,6.91608659048755,0.0111621099155369,0.447358094414593
"SLAMF1",1.58862006655002,4.04853621446721,6.91241977896377,0.0111977447989924,0.447358094414593
"GBP3",0.800699728061857,7.0342163535873,6.91178600345663,0.0112012440269816,0.447358094414593
"SENP1",-0.325014082100239,5.43652497221144,6.9064315611563,0.0112154029014068,0.447358094414593
"MFSD10",0.418457292840778,4.56943671717253,6.89964119551184,0.0112530452778559,0.447358094414593
"PCDHB2",-1.22045925532177,3.79250205713295,6.88932983533858,0.0113259812930067,0.447358094414593
"BRAP",-0.228683698304861,4.55888488948781,6.88372265370174,0.0113418156660517,0.447358094414593
"SHQ1",-0.356578649380745,4.53684002761276,6.87751494714737,0.0113766341236698,0.447358094414593
"SFMBT2",0.639086778225766,5.13483771082292,6.86334841080198,0.0114642076317231,0.447358094414593
"GPAM",-0.612328661684163,5.91680129276285,6.86097054450564,0.0114776762056957,0.447358094414593
"ZNF563",-0.692037129092145,3.66469551785005,6.85984939899846,0.0114840337178194,0.447358094414593
"KIF21A",0.669496457120197,5.88981566229986,6.85739963384837,0.0115046146791686,0.447358094414593
"P3H2",-1.13767616837573,4.74347876623549,6.85222493155399,0.0115353262902008,0.447358094414593
"BBS5",-0.704429193202511,5.54404565974654,6.84055122929532,0.0116020345717929,0.447358094414593
"FAM20C",-1.11443106232119,5.32033849011342,6.83432612858164,0.0116377744764371,0.447358094414593
"USP17L9P",2.03249384833181,5.74605133596266,6.82960330553229,0.0116649673106472,0.447358094414593
"GUK1",0.327693901958725,4.47499954215386,6.80741382934505,0.0117777861903726,0.447358094414593
"LDB3",1.44142471227771,4.73723766741837,6.80560267275295,0.0118042022762743,0.447358094414593
"CFB",0.602238739419511,5.73980199337457,6.79779933504711,0.0118387945286815,0.447358094414593
"ANKRD28",0.546709370956302,7.85433913529819,6.7968549569549,0.0118394973243321,0.447358094414593
"SLC15A4",0.44736250753182,5.00039938005236,6.78981103068399,0.0118808560527838,0.447358094414593
"ZNF84",-0.594986857594276,6.09517119176175,6.78203987190215,0.0119327613116293,0.447358094414593
"CTDSPL2",-0.341353096904944,5.5563116070494,6.77309688592595,0.0119796083399289,0.447358094414593
"ZNF69",-0.729256605718512,4.01188269794849,6.77293191782119,0.0119952758785977,0.447358094414593
"JAK2",0.617313299953538,6.19164025659422,6.76758630126504,0.0120210504110171,0.447358094414593
"PPME1",-0.338972262443035,4.99655073883634,6.74549608647061,0.0121445931650301,0.450230661877624
"BST2",0.960822083120886,4.13137301365283,6.73705850203479,0.0122116431769447,0.450995019686934
"NOA1",-0.568122322216638,5.62478029608947,6.72617906007187,0.0122618773885018,0.451134905585294
"PDE12",-0.385761107548577,4.32806314308059,6.71255952426191,0.0123446330604726,0.452404316842172
"SAV1",-0.401463548170166,4.98525071189582,6.70524433346122,0.0123895344672107,0.452404316842172
"LOXL3",-1.18130544442389,5.04464752320643,6.69692477431256,0.0124571108020104,0.453072487585989
"MAP1B",-0.938799448389427,7.85599014678549,6.68921141455093,0.0125048846235929,0.453072487585989
"INPP5B",-0.366667978640327,5.80038542130388,6.67733513215955,0.0125624424435351,0.453072487585989
"CHMP2B",-0.366559537908376,4.58354827969186,6.66207960735103,0.0126580369755604,0.453072487585989
"ZNF286A",-0.469632364613111,5.0662925259073,6.65222067659752,0.0127202257035091,0.453072487585989
"SYF2",-0.337056669789921,5.72139680039412,6.6501792444238,0.0127331432450562,0.453072487585989
"CEP70",-0.567838409026603,4.80374467586544,6.64954100958029,0.0127371846510458,0.453072487585989
"STAC3",0.779156318804246,3.58897068733438,6.63324591588528,0.01285739379563,0.453072487585989
"TMEM214",0.350120570435858,6.17687317916523,6.62923408912501,0.0128664847909576,0.453072487585989
"RFK",-0.452278561100535,3.47617425798251,6.62329528599182,0.012904561673895,0.453072487585989
"GOLIM4",-0.515807108954899,7.18435989694575,6.62074667706113,0.0129209388511602,0.453072487585989
"TAPBPL",0.552760366824964,3.53043490394904,6.60798515467269,0.0130032759759249,0.453308187146497
"ZNF562",-0.292898592808856,6.07924481406861,6.60524913172762,0.0130210011545221,0.453308187146497
"ZNF519",-0.67272308140374,4.1368907389351,6.58205798102478,0.0131824555068162,0.455773361452561
"NFKB2",0.56816419690512,4.77695981751119,6.57044713158023,0.0132487161129956,0.455773361452561
"PLA1A",1.57473458937757,5.41849542194105,6.5704217134102,0.0132657108996676,0.455773361452561
"METTL2B",-0.452588889465867,5.96921866882764,6.56578996455473,0.0132795080089648,0.455773361452561
"RNF114",0.27311603864049,4.98736758759859,6.55035704247482,0.0133820905539228,0.457676920951592
"RCN2",-0.530625084286211,5.37295133539493,6.53110829501501,0.0135112176604605,0.457754819012986
"SCRN3",-0.327701766979735,4.92289982945358,6.53013191207482,0.013517802731767,0.457754819012986
"MNAT1",-0.310436898248999,3.95013588325538,6.52895387024595,0.0135257523995395,0.457754819012986
"BIRC2",-0.399653458866797,6.36442306695339,6.51008785685502,0.0136537429178524,0.460481961670488
