Sample	B.cells	Macrophages.M1	Macrophages.M2	Monocytes	Neutrophils	NK.cells	T.cells.CD4	T.cells.CD8	Tregs	Dendritic.cells	Other
ERR2208953	0.0189890147626729	0.00273951570524665	0.0109504690266361	0	0.176961552622999	0.000222294203344953	0.0701444033418052	0.00537731022945915	0.0114988405226683	0	0.703116599585168
ERR2208954	0.03066119899131	0.0609411657263255	0.0201997669237364	0.0405101981112179	0.0191759466643091	0.00680916604438237	0	0.0768418442101248	0.0258198697743873	0.00579059847663367	0.713250245077573
ERR2208956	0.0813751853794099	0.0413139580354327	0.0391494307731259	0	0.0064568406322159	0.00774319988690633	0	0.052393848707309	0.0295950841310674	0.0215664382602139	0.720406014194319
ERR2208958	0.0151042780489145	0.0131428025963103	0.0193644890279979	0	0.0686379765402492	0.00372394608408578	0.00443880994861257	0.00693297707672356	0.0178272180354895	0.0139317037751557	0.836895798866461
ERR2208959	0.0195449407253748	0.00509018816510011	0.0201691443113677	0.0147401417922436	0.0296130214258428	0.00656701903973771	0	0.00338099859755077	0.0126237391313837	0	0.888270806811399
ERR2208960	0.0951231439438594	0.0269822438369468	0.0174152423179596	0.0211187336588001	0.0181542971382363	0.00531617226419482	0.00521854034011862	0.0966347219227691	0.0609616190799175	0.00175619164369192	0.651319093853506
ERR2208939	0.0193098510818994	0.0242556896856633	0.028925255753177	0.039304965036212	0	0.0198313589817223	0	0.00174915915222129	0.0221227125314943	0.0116012685202675	0.832899739257343
ERR2208940	0.00807285324050319	0.00516429061532601	0.0117398891609041	0	0.0576510666993692	0.00348263198388706	0	0.000365858437455728	0.00918279553299304	0.00838780567217444	0.895952808657387
ERR2208941	0.0221402427113692	0.044215627944145	0.0619860898059987	0	0.0469935000514815	0.00666504229935203	0	0.007890413315735	0.0326162034047295	0.00803774603411136	0.769455134433078
ERR2208942	0.0144236111264334	0.0240397126199271	0.0189508551984599	0.00326647719896556	0.0566413772560945	0.00612675965235826	0	0.00124463150741682	0.00939531371394499	0.00216714195790242	0.863744119768497
ERR2208943	0.0126513145631966	0.0171509273666505	0.0289793642192725	0.00745745767405201	0.0464392341129735	0.00669880922448793	0	0.00525549545396474	0.0154016843680781	0	0.859965713017324
ERR2208945	0.0148738896067535	0.0144675768848309	0.0207310814877014	0.00580691988732232	0.0191788524469234	0.00423311939771985	0.000326964138337453	0.0298305965407676	0.0214908002988132	0.00688869688039827	0.862171502430432
ERR2208946	0.0430827984046262	0	0.00398827585873899	0.0259285600655389	0.00475955195124913	0.00940131418424617	0	0	0.00701139022949736	0.0125042358130392	0.893323873493064
ERR2208948	0.0121201582171816	0	0	0.113752626309991	0	0.00799328708699419	0.00680073134992525	0.0019237452755713	0.00710741912134323	0	0.850302032638993
ERR2208888	0.0114060772984971	0.000350593862145199	0.00877378813939965	0	0.0477366702734202	0.0046249766629844	0	0	0.00759937333165872	0.0183657498766672	0.901142770555228
ERR2208889	0.0317709807654971	0.00188373916321027	0.0199357867736877	0	0.0157160849018592	0.00680844373939445	0	0.00249780856996313	0.011582880989335	0.0134564482910822	0.896347826805971
ERR2208890	0.0284869868162656	0.0133240366478324	0.0695811782322949	0	0.0594058256203482	0.00606946718056883	0	0.0473663902802845	0.0261290424902881	0	0.749637072732118
ERR2208892	0.0231961884079233	0.0434062210206568	0.0264425030980811	0	0.0795897125660895	0	0	0.157851184576406	0.0235726917705197	0.0158632033819816	0.630078295178342
ERR2208893	0.0187008313792226	0.00327509507288365	0.00991956264609233	0.0481951262790137	0.0116702050991141	0.0117237375513003	0	0.0004939475821911	0.00784506083334214	0	0.88817643355684
ERR2208894	0.0123669293825108	0.00380893594397329	0.0124297820722404	0.0229947490069146	0.0122814724697929	0.00481552871563718	0	0.00596548358570418	0.0187096488955462	0.0108318945321836	0.895795575395497
ERR2208895	0.02837890164495	0.00323782825043374	0.0199821036199995	0.0522498227603995	0	0.0106065482502331	0	0.00249444913135735	0.00536427216964606	0	0.877686074172981
ERR2208896	0.0325854415293721	0.0325937626614312	0.0193099948023001	0.00231796582321163	0.0203828996892354	0.0039699632290427	0	0.0639758692491928	0.0509374432918697	0.0196884153172762	0.754238244407068
SRR3184299	0.0140577926243528	0.0442651643735818	0.0297167632971573	0.0359056213715193	0.0101725051792923	0.0144979297059612	0.0118687330856004	0.00913614028982758	0.0198604631067483	0.0178988790023865	0.792620007963572
SRR3184300	0.00530968710945197	0.0261657489246176	0.0113304478902152	0.036431379598411	0.0774567381894025	0.00964344909962704	0.0147638401584492	0.000190410055167133	0.0171968229646776	0	0.801511476009981
SRR3184301	0.00821369146675419	0.0145345267608377	0.0427115026610218	0	0.176423190009622	0.00252239860050746	0	0.0277585463297483	0.00507071214077237	0	0.722765432030736
SRR3184302	0.0127618854332907	0.0555533863258897	0	0.00238356235594376	0.00792043098758777	0.00973986598286036	0.0902642079686817	0.0137848256252152	0.00943135423102618	0.00699021770347462	0.79117026338603
SRR3184303	0.0447117759361974	0.22591696489061	0	0	0	0.0290464829421943	0	0.000665018199324312	0.0136117270325635	0	0.68604803099911
SRR3184304	0.00962888820071017	0.0246155438572555	0.00977356864580779	0.0662580336988325	0	0.0210349170364354	0	0.0237378311880368	0.0126903801347743	0.00903830251912312	0.823222534719024
SRR3184305	0.00916389001775818	0.0373967736480658	0.00890449682812506	0.00712285177075346	0.0626757037742428	0.00652685219042007	0.0129681561176134	0.0218168813377473	0.0063560905465416	0	0.827068303768732
SRR3184306	0.445937087594004	0.0640036168296569	0.0311794967340766	0.0361403812895631	0	0.00441867246714983	0	0.0415201803628212	0.0153979614726154	0	0.361402603250113
SRR3184289	0.0154899877152657	0.0630378907129223	0.0407935675842041	0.0941144046339192	0	0.0235011104816327	0	0.0573728141066441	0.0216765344379854	0	0.684013690327427
SRR3184290	0.00641605039437827	0.0323257892743955	0.0179017320865986	0	0.0602677934931042	0.00629851869217852	0	0.00501596689379568	0.0122567832315813	0	0.859517365933968
SRR3184291	0.00911313473625334	0.0155917339451066	0.0213606233437564	0	0.106310922601767	0.0033575591963145	0.00145044466819341	0.0154188275554749	0.00891538807886112	0	0.818481365874273
SRR3184292	0.00554697054860276	0.037629305016055	0.0155475262253025	0	0.106485239026286	0.00314788070731326	0	0.00315531844266957	0.0168655946509145	0	0.811622165382857
SRR3184293	0.0194817151420555	0.033443474058279	0.0308628602133615	0.0572476003156295	0	0.0149868372604947	0.0395185755224823	0.0260042425081348	0.019036449210523	0	0.75941824576904
SRR3184294	0.0254953297451514	0.0481726368517503	0.0548222060842455	0.0267449114002497	0.00242055837969771	0.00527359923800886	0	0.221680420036061	0.022675818013945	0.00342542946385743	0.589289090787033
SRR3184295	0.0243813098272843	0.0449656564425161	0.0576024798412229	0.066943535466739	0.0260725317283534	0.0172543834987316	0	0.0348514367837423	0.0438949114819158	0	0.684033754929495
SRR3184296	0.0110329748519678	0.0192350830980645	0.0767068410774902	0.0528480072359308	0.0172020665744992	0.0040933559678272	0.0241864034055622	0.0399126198390806	0.00602039615639963	0.00118923502300653	0.747573016770171
SRR3184297	0.0101275348414519	0.0177253678343505	0.0334808665334311	0.00987304854721202	0.0533257027270682	0.00845082178775371	0.0160104076147877	0.0534331574222804	0.00314709015298789	0.00473278426784056	0.789693218270836
SRR3184298	0.0166076739645532	0.0701040141907242	0.0412872561566134	0.0375478622363465	0.0299259779642284	0.0118476753093231	0	0.0302475240518614	0.0200251975767355	0	0.742406818549614
SRR3184279	0.0113932540493564	0.0193682597629646	0.0412194008703491	0.0157639670101838	0.00191796075599298	0.012630093153204	0.0680286604597632	0.0203718052147682	0.0159144260806808	0.0174823889406498	0.775909783702087
SRR3184280	0.00919615413404151	0.0473171776656609	0.0251502557943976	0.0382341461895159	0.0292390340575588	0.0201056184688991	0	0.0249765031043886	0.00721874632731807	0	0.79856236425822
SRR3184281	0.00626289906408782	0.00893479550583327	0.0157942108961407	0	0.107596237641064	0.00640375572272959	0.0153516869266626	0.00849580949207497	0.00276383560088184	0.00797767158041933	0.820419097570106
SRR3184282	0.00396400912687787	0.00951757819290444	0.0215945040300662	0	0.0455347086836975	0.0133798933088927	0.0296446781380985	0.00105731875673054	0.0131865886631132	0.0268043060444368	0.835316415055182
SRR3184283	0.00666243797330662	0.0102462961071038	0.0227082553844105	0	0.0915388760029808	0.00467230920106921	0	0	0.0316101253197168	0.000134463766219998	0.832427236245192
SRR3184284	0.00904392130569392	0.0322614791495661	0.0152572277992626	0	0	0.0243988343213457	0.00845246318441129	0.00878839155725033	0.0191190668145665	0.0553168707213057	0.827361745146598
SRR3184285	0.00696421148331655	0.0760564922674562	0.0304736961643978	0.053017843251799	0.0035335699243013	0.00743677252231578	0.0350409789729003	0.0103474535222065	0.00689167365851914	0	0.770237308232787
SRR3184286	0.00382179186543902	0.028958106173736	0.0243351065094967	0.0728797020433546	0.0267529867662415	0.0295614125263136	0.00697358747990824	0.0250671034132327	0.0162860137416264	0	0.765364189480651
SRR3184287	0.00514748912214263	0.0515063069805156	0.00786814790825571	0.0329512817172203	0.00701625344831825	0.0247502655024191	0	0	0.0791455297734358	0	0.791614725547693
SRR3184288	0.00328223866101708	0.0514257949709613	0.0151528813079095	0.0405172828470663	0.0221699879903527	0.0195532768263941	0.0262453843542285	0	0.0245706121524989	0	0.797082540889572
SRR5088834	0.500354955334763	0.0307320718033765	0.0667124001795794	0.018643663833649	0	0	0.0846912094109422	0.106268276887663	0.0273247656360932	0.00875043903417212	0.156522217879762
SRR5088836	0.0021576523970604	0.0965314541945433	0.0519705948461733	0.0720333575519064	0	0.0216399166292095	0.0156502217042731	0.0051917718788027	0.0247674535348841	0.00178736208548656	0.70827021517766
SRR5088839	0.0069065254341318	0.0241158445476275	0.0473008121035438	0.0614904416639624	0.0242701575630309	0.0262344204575854	0	0.00356285821119981	0.0135732673720907	0	0.792545672646828
SRR5088840	0.0229267113414372	0.015020996515617	0.0225729360772292	0	0.0670927834227384	0.00565708838033863	0	0.0192572396228469	0.0478886305733537	0	0.799583614066439
SRR5088843	0.0154717431120879	0.00565100484981204	0.0491283244680148	0.00542979303762612	0.0122181158907285	0.00629074811581202	0	0.0162557938435056	0.0470410872640642	0.0435650512313521	0.798948338186997
SRR5088846	0.102939574006291	0.044240493269866	0.0582108561557942	0.00396455047569343	0.0106727004520026	0.00328800068786966	0	0.0942351168487469	0.0535857271525988	0.0126221506154417	0.616240830335696
SRR5088849	0.0108627186473914	0.0126590668126704	0.0121523153724592	0.0281470366893036	0.0425260669731884	0.0245182721406808	0.049711501298092	0.00547793739594486	0.0135738662549551	0.0162850844520232	0.784086133963291
SRR5088850	0.0104283873362944	0.00140904590220575	0.0534218945598387	0.0124761707843927	0.00432462711355553	0.0102228210773487	0.0244538447370463	0	0.00199695516583883	0.00155431950509219	0.879711933818387
SRR5088853	0.00774106062885852	0.00131196123052996	0.0275281111273371	0	0.0721500755187587	0.00432648130385359	0.0106377451727596	0.00182180177406292	0.00189395955662386	0.00678196148320091	0.865806842204015
SRR5088856	0.0025236811622462	0	0.00740617672061828	0	0.16370117610291	0.00548459680632157	0.000553812729008049	0.00243107519351905	0.00299137785718649	0	0.81490810342819
SRR5088857	0.00997271145904899	0.0176437937443541	0.0259791081673869	0.00272754051568703	0.0760598699045755	0.00563845485044695	0.0210800758970961	0.0207168794976933	0.0138143132366596	0.0323192788664479	0.774047973860604
SRR5088861	0.0115138515642817	0.0455562167919182	0.00821602877635505	0.112883702328821	0	0.0298089048181018	0	0.00159475204754355	0.0160191046551915	0	0.774407439017787
SRR5088824	0.015442631422338	0.0387094466910199	0.053808291808397	0	0.198768471112341	0.00724950354268334	0.00287650362094084	0.0510483058800684	0.0267662419286695	0.00242328298095821	0.602907321012584
SRR5088826	0.000419993837748401	0.0116831347255355	0.00900248107880167	0.104948281662823	0	0.0455332190637396	0.0681769763806185	0.00186599165063945	0.0149509800555912	0.0258864852875468	0.717532456256956
SRR5088827	0.00174703021167054	0.0333716309227256	0	0.0154021602290126	0.0501746063758076	0.0145594382962993	0.0124836175631141	0.00262506461117754	0.00888787725678893	0.00243588997031715	0.858312684563087
SRR5088829	0.0123976599610151	0.00588983894957015	0.0149302692795658	0.0645891927223499	0	0.0276648588376782	0.0507555258125187	0	0.0110752958912021	0.018034051691057	0.794663306855043
SRR5088831	0.00233531133842946	0.0456704667224437	0.0264066401909804	0.0638917329014575	0.0354106922552921	0.0227983499782316	0.0190464317317177	0.00219734809961171	0.0201669646455314	0	0.762076062136304
SRR5088864	0.00551110520398762	0	0.00859327635714602	0.0788769687531394	0.000532030881472933	0.0339987672880412	0.0621268084417899	0	0.01091116443201	0.0190028886594897	0.780446989982923
SRR5088866	0.00712982575551628	0.0531001072854106	0.0284779724915551	0.00395613407953912	0.125774130356689	0.0079942826916813	0.000426317724287676	0.0288672809519116	0.0219678778238661	0	0.722306070839544
SRR5088867	0.0141518561272311	0.0505641154395668	0.0494928934367762	0.0821579438164944	0	0.0151328790672612	0.00778281653063618	0.0818409974253275	0.0145422366056407	0.0121158707089657	0.6722183908421
SRR5088872	0.0277710794351855	0.0403656490208653	0.153423768539952	0.0374024680471441	0.0317592743604187	0.01012085713087	0	0.0739034091378747	0.0203598800909539	0.00598600083323581	0.5989076134035
SRR5088813	0.0451775468433432	0.0462641127429108	0.0609481133472925	0	0.0934350381723229	0	0.283890075005319	0.0244997819740947	0.038035424808557	0	0.40774990710616
SRR5088815	0.00542105612780434	0.103181761886347	0.119890468030139	0.0984327209020779	0	0.0042680884952329	0	0.0347160474658584	0.0245530795644446	0	0.609536777528096
SRR5088818	0.0192589003892724	0.0756009766357668	0.0858673690479782	0.048264078027988	0.0155443185407516	0.00992174312917732	0	0.0305279781228802	0.0148317378331537	0	0.700182898273032
SRR5088819	0.0124193900516273	0	0.000632619927439711	0.0556725456924003	0	0.0434290317437682	0.0474528119441594	0	0.0113066461497402	0.0728466531886573	0.756240301302208
SRR5088821	0.01167516505652	0.0708174215459114	0.0914852014695954	0.0318280340378889	0.00232537008122433	0.0088368798444431	0.0119920606361137	0.0562243363592762	0.023014132245388	0.0231538763683493	0.66864752235529
SRR5088822	0.00910793627672742	0.020994382978158	0.08370793344464	0	0	0.00750824814172899	0	0.0209191598247899	0.0130310226970208	0.0299976182503334	0.814733698386601
SRR5088900	0.0108596922561171	0.0119355848575334	0.00880113599415815	0.106540113463103	0	0.020732532216737	0.0533032859271533	0.00327439590987172	0.011026032519716	0	0.77352722685561
SRR5088904	0.00774551942930112	0.0938155696667964	0.319863891306983	0	0.0484259302691883	0.00191910545072905	0.0435489962908342	0.0272683129792094	0.0101340394544226	0.0186529185500741	0.428625716602462
SRR5088906	0.0296871775481665	0.158755437386061	0.214511834195657	0	0.0338968587743583	0.0058904047932987	0.00791572937752954	0.0309643189009656	0.0101607912440849	0.0617645137806183	0.44645293399926
SRR5088908	0.0152988784096519	0.0181286857272822	0.0243790358043374	0	0.0515153876629666	0.0047015766556771	0.0208490669832413	0.00730572949694291	0.0602715690494935	0.0491049353615042	0.748445134848903
SRR5088909	0.011178324942926	0.0584382386943576	0.0622416185813643	0.0362183613449843	0	0.0354695087560866	0.0672753802253721	0.00643639773017021	0.0289875276891441	0.033365408404876	0.660389233630719
SRR5088911	0.0141424877992869	0.00501786039760581	0.00655149979943387	0.0745830339312041	0	0.0177045820819115	0.0133408198684678	0.00502095992416286	0.00650527961365405	0.00678101895230708	0.850352457631966
SRR5088913	0.0137445662471444	0.0417447572554205	0.0569287930982551	0.0555417097906415	0	0.026928741271991	0.0440993149831433	0.0267571182895799	0.0539759835191833	0.0360610394024796	0.644217976142161
SRR5088914	0.00983860570300266	0.0337948523717355	0.0473200453794937	0.0781611729320714	0	0.022006374681858	0	0.0214935231263731	0.0172696692531038	0.0101048525776418	0.76001090397472
SRR5088916	0.00699216810913986	0.0348062404651333	0.0697745071013696	0.100080655069981	0.0169542049080415	0.0178682929329606	0	0.0494640316532593	0.020404315667731	0	0.683655584092384
SRR5088920	0.0141770022136683	0.00748868548938076	0.0140907929017092	0	0.0543595847827211	0.0179710229827852	0.0826657160634459	0.00567389977161491	0.0159877938889453	0.0503841794510544	0.737201322454675
SRR5088922	0.0130202353521243	0.00301291381598725	0.0275327832477334	0.055025395065051	0	0.0222918181528737	0.0206783601514257	0.0177211609736122	0.0296951738100335	0.0323059433118055	0.778716216119353
SRR5088924	0.0173277936877026	0.0609260223142991	0.0887416637569132	0	0.00332211730367805	0.0170714155862458	0	0.0500440671134541	0.0201521659536361	0.0335512108889671	0.708863543395104
SRR5088926	0.00677821612085127	0.0273708757278578	0.0245651341138835	0	0.144067695280246	0.00892279800584961	0	0.0144812237029792	0.00843613599413108	0	0.765377921054202
SRR5088929	0.0218514702875945	0.159263599461774	0.295343828290668	0.017878873319703	0	0	0.00791273167347973	0.145054151754494	0.0148778985581891	0.0166305307196814	0.321186915934416
SRR5088890	0.0064842844639172	0	0.128325334913368	0	0.0217827392650816	0.00798961398317442	0	0.00046916673819098	0.00930217185127003	0	0.825646688784998
SRR5088891	0.150909598350266	0.0656963783131819	0.0911247525478533	0.0517744718978786	0.016958396659441	0.0244002475737094	0.0703825568212283	0.0504674069474524	0.0328092285252846	0	0.445476962363704
SRR5088895	0	0.00863302061318151	0.0179240478362027	0.09947939268041	0	0.0682310972471175	0.104224416940165	0	0.0215419240006944	0.0671001632188537	0.612865937463375
SRR5088897	0.0159501178023567	0.050207386074978	0.0518058557781467	0	0.0724575329892249	0.0221768156550563	0	0.0128974597389136	0.0156606596202825	0.00101282016557415	0.757831352175467
SRR5088898	0.00257862567817499	0.0841603801180591	0.158563100298876	0	0.134841730859988	0.00993370047043249	0.0214298001551058	0	0.00395495521829028	0.0320207207482946	0.552516986452778
SRR5088878	0.00360967766174716	0.0245481383877435	0.00979076475473061	0	0.0830728740832286	0.00833041349917961	0.0224415436188312	0.000819274761497473	0.00660198431518741	0.0156433370330811	0.825141991884773
SRR5088880	0.0159333956060168	0.0218012710025783	0.00999595191407744	0.0970349585016455	0	0.0252063228849912	0	0.0263633095932899	0.0175219449137948	0.00656083881050075	0.779582006773105
SRR5088883	0.0182471849056904	0.0327931585520267	0.0380612742215215	0.0305346506751345	0.0478428460057	0.00591846650915088	0.084883481472346	0.0433924062166773	0.0110037302145226	0	0.68732280122723
